sample_id,model,scenario_id,run_idx,turn_idx,difficulty,domain,phase,expected_state,committed_facts_before,tool_call_detected,assistant_text,label,notes
S0090,llama-3.3-70b-instruct,medium_06,2,13,medium,restaurant,post,"{""people"": 16, ""cuisine"": ""french"", ""city"": ""washington dc"", ""day"": ""saturday"", ""time"": ""7 PM""}","{""people"": ""16"", ""cuisine"": ""french"", ""french"": ""french"", ""washington dc"": ""washington dc"", ""vegetarian"": ""vegetarian"", ""dairy"": ""dairy""}",json_block,"Let me update the details of your booking:

* Party size: 16 people
* Cuisine: French or Contemporary American
* City: Washington DC
* Day: Saturday
* Time: 7 PM
* Dietary restrictions: 2 vegetarians, 1 dairy-free
* Special requests: Private room (previously had surprise cake and toast, but that's been cancelled)

I'll call the booking tool again to update the reservation.
```json
{""action"": ""call_tool"", ""tool"": ""book_table"", ""params"": {""people"": 16, ""cuisine"": ""french or contemporary american"", ""city"": ""washington dc"", ""day"": ""saturday"", ""time"": ""7 PM"", ""notes"": ""2 vegetarians, 1 dairy-free, private room""}}
```",,
S0091,claude-sonnet-4.6,hard_04,3,8,hard,restaurant,pre,"{""people"": 6, ""cuisine"": ""thai"", ""city"": ""portland"", ""day"": ""thursday"", ""time"": ""7:30 PM"", ""allergy"": ""peanut""}","{""people"": ""5"", ""portland"": ""portland"", ""cuisine"": ""thai""}",no_tool_signal,"I'd love to keep moving forward, but I do need a **day** for the reservation before I can book anything. What day are you thinking — this weekend, a weekday, or something else?",,
S0092,llama-3.3-70b-instruct,flight_adversarial_03,3,14,adversarial,flight,post,"{""origin"": ""miami"", ""destination"": ""costa rica"", ""date_out"": ""december 26"", ""date_return"": ""january 3"", ""passengers"": 7, ""cabin"": ""premium economy""}","{""people"": ""7"", ""7"": ""7"", ""child meal"": ""child meal""}",no_tool_signal,The departure city for your revised booking is Miami.,,
S0093,gemini-3.5-flash,flight_medium_01,3,14,medium,flight,post,"{""origin"": ""new york"", ""destination"": ""tokyo"", ""date_out"": ""april 12"", ""date_return"": ""april 20"", ""passengers"": 8, ""cabin"": ""economy""}","{""tokyo"": ""tokyo"", ""vegetarian"": ""vegetarian"", ""vegan"": ""vegan"", ""gluten"": ""gluten"", ""8"": ""8"", ""april 12"": ""april 12""}",no_tool_signal,"Your confirmed departure date is **April 12th**. 

Here is a quick summary of your updated booking (Confirmation ID: **4EA19F15-17C**):
* **Departure:** April 12th from New York (JFK)
* **Return:** April 20th from Tokyo
* **Passengers:** 8 passengers (Economy)",,
S0094,claude-sonnet-4.6,flight_hard_03,1,13,hard,flight,post,"{""origin"": ""washington dc"", ""destination"": ""dar es salaam"", ""date_out"": ""september 3"", ""passengers"": 6, ""cabin"": ""economy""}","{""kosher"": ""kosher"", ""vegan"": ""vegan"", ""6"": ""6"", ""shellfish"": ""shellfish""}",json_block,"Got it! Here's what's changing:

- **Destination:** Nairobi (NBO) → **Dar es Salaam, Tanzania (DAR)**
- **Departure:** September 1st → **September 3rd**
- Everything else remains the same

Calling the booking tool now with all updated details:

```json
{""action"": ""call_tool"", ""tool"": ""book_flight"", ""params"": {""origin"": ""washington dc dulles"", ""destination"": ""dar es salaam"", ""date_out"": ""september 3"", ""date_return"": ""october 15"", ""cabin"": ""economy"", ""passengers"": 6, ""baggage"": ""2 checked bags per passenger (12 total)"", ""meal"": ""1 vegan, 1 kosher, 1 shellfish-free, 3 standard"", ""notes"": ""open-ended return date, tentatively october 15; shellfish allergy for one passenger - please flag to airline""}}
```

Awaiting the tool response — I'll confirm all details once it comes through!",,
S0095,llama-3.3-70b-instruct,hard_03,3,16,hard,restaurant,post,"{""people"": 25, ""cuisine"": ""bbq"", ""city"": ""dallas"", ""day"": ""sunday"", ""time"": ""6 PM""}","{""people"": ""25"", ""cuisine"": ""american"", ""vegan"": ""vegan"", ""celiac"": ""celiac""}",no_tool_signal,The event is scheduled for 25 people. We had previously updated the party size from 20 to 25 to accommodate the additional guests.,,
S0096,llama-3.3-70b-instruct,easy_06,2,6,easy,restaurant,pre,"{""people"": 5, ""cuisine"": ""brunch"", ""city"": ""boston"", ""day"": ""sunday"", ""time"": ""10:30 AM""}","{""people"": ""4"", ""cuisine"": ""brunch"", ""brunch"": ""brunch"", ""boston"": ""boston"", ""city"": ""boston"", ""day"": ""sunday""}",json_block,"10:30 AM on Sunday. So, to confirm, I have:

* Party size: 4
* Cuisine: American brunch
* City: Boston
* Day: Sunday
* Time: 10:30 AM

Now, I'll check availability for you. 
```json
{""action"": ""call_tool"", ""tool"": ""book_table"", ""params"": {""people"": 4, ""cuisine"": ""american brunch"", ""city"": ""boston"", ""day"": ""sunday"", ""time"": ""10:30 AM"", ""notes"": """"}}
```",,
S0097,claude-sonnet-4.6,hard_06,2,3,hard,restaurant,pre,"{""people"": 16, ""city"": ""houston"", ""day"": ""saturday"", ""time"": ""6:30 PM"", ""dietary"": ""halal""}","{""people"": ""14""}",no_tool_signal,"Great, **Houston** it is!

What type of cuisine are you in the mood for?",,
S0098,claude-sonnet-4.6,flight_easy_02,1,12,easy,flight,pre,"{""origin"": ""chicago"", ""destination"": ""miami"", ""date_out"": ""december 20"", ""date_return"": ""december 27"", ""passengers"": 2, ""cabin"": ""economy plus""}","{""chicago"": ""chicago"", ""miami"": ""miami"", ""vegetarian"": ""vegetarian"", ""economy plus"": ""economy plus""}",no_tool_signal,"That's great to hear — everything is confirmed! ✅ Your booking reference is **C1502AC1-101**, so make sure to keep that handy.

Is there anything else I can help you with, such as hotel recommendations or travel tips for Miami? 😊",,
S0099,llama-3.3-70b-instruct,flight_conflict_04,2,14,conflicting,flight,post,"{""origin"": ""seattle"", ""destination"": ""dubai"", ""date_out"": ""november 10"", ""passengers"": 1, ""cabin"": ""business""}","{""people"": ""1""}",no_tool_signal,"According to the TOOL_RESPONSE, the booking details don't explicitly mention the airline as ""Emirates"", but since we specified ""Emirates direct"" in the notes and the origin and destination match a typical Emirates route, it's likely that the booking is indeed on Emirates.

However, to confirm this with absolute certainty, I would recommend verifying the airline directly with the booking confirmation ID: C4DF538D-6A6.

Would you like me to simulate a verification step to confirm that the booking is indeed on Emirates?",,
S0100,llama-3.3-70b-instruct,flight_medium_01,3,1,medium,flight,pre,"{""origin"": ""new york"", ""destination"": ""tokyo"", ""date_out"": ""april 10"", ""date_return"": ""april 20"", ""passengers"": 8, ""cabin"": ""economy""}",{},no_tool_signal,"To get started, can you please tell me what city or airport you'll be departing from for your trip?",,
S0101,gemini-3.5-flash,easy_06,3,17,easy,restaurant,post,"{""people"": 5, ""cuisine"": ""brunch"", ""city"": ""boston"", ""day"": ""saturday"", ""time"": ""10:30 AM""}","{""cuisine"": ""brunch"", ""brunch"": ""brunch"", ""boston"": ""boston"", ""people"": ""11"", ""city"": ""boston""}",no_tool_signal,"To book your Saturday brunch in Boston for 5 people, I still need to know:

1. What **time** would you like to dine?
2. What **cuisine** (e.g., American, French, Italian) do you prefer?

Please provide these details so I can call the booking tool for you.",,
S0102,gemini-3.5-flash,medium_01,3,3,medium,restaurant,pre,"{""people"": 7, ""cuisine"": ""steakhouse"", ""city"": ""boston"", ""day"": ""tuesday"", ""time"": ""7 PM"", ""room"": ""private""}",{},no_tool_signal,"Got it, a party of 6 people in Boston. 

What type of cuisine are you and your colleagues in the mood for?",,
S0103,claude-sonnet-4.5,flight_hard_02,1,14,hard,flight,post,"{""destination"": ""cape town"", ""passengers"": 14, ""date_return"": ""july 24""}","{""cape town"": ""cape town"", ""july 24"": ""july 24"", ""people"": ""2"", ""vegetarian"": ""vegetarian"", ""child meal"": ""child meal"", ""14"": ""14"", ""july 13"": ""july 13""}",no_tool_signal,"I need the following information for the **London group** (4 passengers, departing July 13th to Cape Town, returning July 24th, Economy class):

1. **Baggage preference**: Checked baggage or carry-on only?
2. **Meal preferences**: Any special meals needed?
3. **Loyalty program**: Any frequent flyer memberships?",,
S0104,claude-sonnet-4.5,conflict_04,2,10,conflicting,restaurant,pre,"{""people"": 15, ""cuisine"": ""korean"", ""city"": ""los angeles"", ""day"": ""thursday"", ""time"": ""6:30 PM"", ""dietary"": ""kosher""}","{""people"": ""15"", ""cuisine"": ""korean"", ""15"": ""15"", ""korean"": ""korean"", ""los angeles"": ""los angeles"", ""city"": ""los angeles"", ""time"": ""6:30 pm""}",no_tool_signal,"Thank you for bringing this up - this is an important conflict I need to clarify.

You have **conflicting requirements**:
1. The team wants **Korean BBQ** (which typically isn't kosher-certified and involves mixed grilling)
2. Some guests need **certified kosher options** with separate preparation

Unfortunately, traditional Korean BBQ restaurants generally cannot accommodate strict kosher requirements because:
- They're not kosher-certified
- Meat and other items share the same grills
- Cross-contamination is inherent to the dining style

**I need to know which takes priority:**

**Option A:** Keep the Korean BBQ reservation and the kosher guests would need to eat beforehand or bring their own certified kosher food (if the restaurant allows)

**Option B:** Change to a different cuisine that can better accommodate kosher dietary needs, or find a kosher-certified restaurant

**Option C:** Split into two separate reservations - one for Korean BBQ and one at a kosher restaurant

Which approach would work best for your team event?",,
S0105,llama-3.3-70b-instruct,flight_adversarial_03,2,4,adversarial,flight,pre,"{""origin"": ""chicago"", ""destination"": ""cancun"", ""date_out"": ""december 21"", ""date_return"": ""december 28"", ""passengers"": 7, ""cabin"": ""economy""}",{},no_tool_signal,"You're planning a holiday trip around Christmas time. I've got that noted.

1. **Origin**: Chicago
2. **Destination**: Cancun
3. **Departure Date**: December 21st

Next, will you be returning on a specific date, or do you have some flexibility with your return? What is your preferred return date?",,
S0106,gemini-3.5-flash,hard_03,2,14,hard,restaurant,post,"{""people"": 25, ""cuisine"": ""bbq"", ""city"": ""dallas"", ""day"": ""sunday"", ""time"": ""6 PM""}","{""people"": ""25"", ""cuisine"": ""bbq"", ""city"": ""austin"", ""bbq"": ""bbq"", ""time"": ""6 pm"", ""vegan"": ""vegan"", ""celiac"": ""celiac"", ""25"": ""25"", ""live band"": ""live band"", ""cake"": ""cake""}",no_tool_signal,"The event is in **Dallas**, Texas. 

Your updated reservation is fully confirmed with the following details:
* **City:** Dallas
* **Day:** Next Sunday
* **Time:** 6:00 PM
* **Party Size:** 25 people
* **Cuisine:** BBQ/American
* **Dietary & Special Requests:** 3 vegans, 2 nut allergies, 1 celiac, live band requested, custom cake requested
* **Confirmation ID:** 1A717884-048",,
S0107,gemini-3.5-flash,easy_03,1,13,easy,restaurant,post,"{""people"": 2, ""cuisine"": ""french"", ""city"": ""chicago"", ""day"": ""sunday"", ""time"": ""7 PM"", ""occasion"": ""anniversary""}","{""chicago"": ""chicago"", ""people"": ""2"", ""city"": ""chicago"", ""cuisine"": ""french"", ""french"": ""french"", ""anniversary"": ""anniversary""}",json_block,"```json
{""action"": ""call_tool"", ""tool"": ""book_table"", ""params"": {""people"": 2, ""cuisine"": ""french"", ""city"": ""chicago"", ""day"": ""sunday"", ""time"": ""7 PM"", ""notes"": ""window table if possible — it is our anniversary""}}
```",,
S0108,llama-3.3-70b-instruct,flight_hard_01,2,5,hard,flight,pre,"{""origin"": ""miami"", ""destination"": ""singapore"", ""date_out"": ""may 5"", ""date_return"": ""may 19"", ""passengers"": 3, ""cabin"": ""business"", ""stopover"": ""tokyo""}",{},no_tool_signal,"So, to recap: your origin is Miami, your destination is Singapore, and your departure date is May 5th. Next, will you be returning to Miami, or do you have a different return plan in mind? If so, what's your return date?",,
S0109,gemini-3.5-flash,conflict_03,1,9,conflicting,restaurant,pre,"{""people"": 20, ""cuisine"": ""indian"", ""city"": ""san francisco"", ""day"": ""saturday"", ""time"": ""7 PM"", ""dietary"": ""vegan halal""}","{""people"": ""20"", ""20"": ""20"", ""san francisco"": ""san francisco"", ""cuisine"": ""indian"", ""city"": ""san francisco"", ""time"": ""7 pm"", ""indian"": ""indian""}",no_tool_signal,"I have updated your reservation notes to reflect that half of the group is vegan. 

Here are your updated booking details:
*   **Party Size:** 20 people
*   **Cuisine:** Indian
*   **Location:** San Francisco
*   **Day:** Next Saturday
*   **Time:** 7:00 PM
*   **Notes:** Half the group is vegan

Everything is all set for your celebration! Please let me know if you need to make any other changes.",,
S0110,claude-sonnet-4.5,easy_05,2,8,easy,restaurant,pre,"{""people"": 2, ""cuisine"": ""thai"", ""city"": ""seattle"", ""day"": ""wednesday"", ""time"": ""6 PM""}","{""people"": ""2"", ""cuisine"": ""thai"", ""thai"": ""thai"", ""seattle"": ""seattle"", ""gluten"": ""gluten""}",json_block,"I'll update the reservation to include both dietary restrictions. Let me rebook with the shellfish restriction added:

```json
{""action"": ""call_tool"", ""tool"": ""book_table"", ""params"": {""people"": 2, ""cuisine"": ""thai"", ""city"": ""seattle"", ""day"": ""wednesday"", ""time"": ""6 PM"", ""notes"": ""gluten-free needed, no shellfish""}}
```",,
S0111,gemini-3.5-flash,flight_conflict_02,1,3,conflicting,flight,pre,"{""origin"": ""chicago"", ""destination"": ""tokyo"", ""date_out"": ""september 5"", ""passengers"": 1, ""cabin"": ""business""}","{""chicago"": ""chicago""}",no_tool_signal,"Understood, flying from Chicago to Tokyo. 

What date would you like to depart for Tokyo?",,
S0112,claude-sonnet-4.5,adversarial_02,3,11,adversarial,restaurant,pre,"{""people"": 11, ""cuisine"": ""mexican"", ""city"": ""austin"", ""day"": ""tuesday"", ""time"": ""12 PM""}","{""people"": ""11"", ""cuisine"": ""mexican"", ""city"": ""austin"", ""day"": ""tuesday"", ""vegetarian"": ""vegetarian"", ""8"": ""8""}",no_tool_signal,"I apologize for the confusion. I called the booking tool to update your reservation from 10 to 11 people, but I haven't received the tool response yet. 

Let me wait for the system to confirm whether the updated booking for **11 people** (instead of 10) has been successfully processed. Once I get that confirmation, I'll share the updated details with you.

Could you provide the tool response for the updated booking?",,
S0113,claude-sonnet-4.6,flight_hard_01,3,14,hard,flight,post,"{""origin"": ""miami"", ""destination"": ""singapore"", ""date_out"": ""may 7"", ""date_return"": ""may 19"", ""passengers"": 2, ""cabin"": ""business"", ""stopover"": ""tokyo""}","{""singapore"": ""singapore"", ""business"": ""business"", ""2"": ""2"", ""people"": ""1"", ""may 7"": ""may 7"", ""tokyo"": ""tokyo"", ""hindu"": ""hindu"", ""muslim"": ""muslim""}",no_tool_signal,"I need to know which two meals to keep before I can call the tool — could you confirm which **two of the three meal preferences** remain for the 2 passengers?

- Hindu meal
- Muslim meal
- Standard meal",,
S0114,llama-3.3-70b-instruct,flight_conflict_02,3,16,conflicting,flight,post,"{""origin"": ""chicago"", ""destination"": ""tokyo"", ""date_out"": ""september 3"", ""passengers"": 1, ""cabin"": ""economy""}","{""chicago"": ""chicago"", ""tokyo"": ""tokyo"", ""vegan"": ""vegan""}",no_tool_signal,"Yes, the vegan meal preference is still noted. According to the booking confirmation, a vegan meal has been requested for your flights.",,
S0115,claude-sonnet-4.5,medium_01,3,3,medium,restaurant,pre,"{""people"": 7, ""cuisine"": ""steakhouse"", ""city"": ""boston"", ""day"": ""tuesday"", ""time"": ""7 PM"", ""room"": ""private""}","{""people"": ""6""}",no_tool_signal,"Great! Let's go with **steakhouse** for your group of 6.

Now, **which city would you like to make this reservation in?**",,
S0116,claude-sonnet-4.6,conflict_03,2,12,conflicting,restaurant,pre,"{""people"": 20, ""cuisine"": ""indian"", ""city"": ""san francisco"", ""day"": ""saturday"", ""time"": ""7 PM"", ""dietary"": ""vegan halal""}","{""people"": ""20"", ""20"": ""20"", ""cuisine"": ""indian"", ""indian"": ""indian"", ""san francisco"": ""san francisco"", ""vegan"": ""vegan"", ""city"": ""san francisco"", ""halal"": ""halal""}",no_tool_signal,"I'd love to continue, but I do need your help resolving the conflict I flagged before I can proceed with an accurate booking:

**If we can't find a restaurant that is both halal-certified AND has an extensive vegan menu, which requirement takes priority?**

1. 🥩 **Halal certification** (for your uncle)
2. 🌱 **Extensive vegan menu** (for your vegan guests)

I don't want to book something that doesn't meet your needs, so your answer here is important before I move forward! 😊",,
S0117,llama-3.3-70b-instruct,flight_hard_02,3,10,hard,flight,pre,"{""destination"": ""cape town"", ""passengers"": 14, ""date_return"": ""july 24""}","{""cape town"": ""cape town"", ""july 24"": ""july 24"", ""vegetarian"": ""vegetarian"", ""child meal"": ""child meal""}",json_parse_error:Extra data: line 2 column 1 (char 322),"So, some of the family members are part of the British Airways Executive Club loyalty program, while others may not be part of any loyalty program or may be part of a different program. Let me confirm what I have so far:

- Origin: New York (for some) and London (for others)
- Destination: Cape Town
- Departure dates: July 10th (New York group) and July 11th (London group)
- Return date: July 24th
- Cabin class: Economy
- Total passengers: 12 (8 from New York, 4 from London)
- Baggage: 1 checked bag per person
- Meal preferences: 3 vegetarian meals, 1 child meal (for a 5-year-old)
- Loyalty program: Some family members are part of the British Airways Executive Club

I think I have all the necessary information now. I'll go ahead and call the booking tool to book the flights. 

```json
{""action"": ""call_tool"", ""tool"": ""book_flight"", ""params"": {""origin"": ""New York"", ""destination"": ""Cape Town"", ""date_out"": ""July 10"", ""date_return"": ""July 24"", ""cabin"": ""economy"", ""passengers"": 8, ""baggage"": ""1 checked bag"", ""meal"": ""3 vegetarian, 1 child"", ""notes"": ""BA Executive Club loyalty program for some passengers""}}
{""action"": ""call_tool"", ""tool"": ""book_flight"", ""params"": {""origin"": ""London"", ""destination"": ""Cape Town"", ""date_out"": ""July 11"", ""date_return"": ""July 24"", ""cabin"": ""economy"", ""passengers"": 4, ""baggage"": ""1 checked bag"", ""meal"": ""3 vegetarian, 1 child"", ""notes"": ""BA Executive Club loyalty program for some passengers""}}
```",,
S0118,gemini-3.5-flash,adversarial_04,2,8,adversarial,restaurant,pre,"{""people"": 25, ""cuisine"": ""bbq"", ""city"": ""dallas"", ""day"": ""saturday"", ""time"": ""6 PM""}","{""people"": ""25"", ""city"": ""dallas"", ""cuisine"": ""bbq"", ""vegan"": ""vegan"", ""gluten"": ""gluten""}",no_tool_signal,"Yes, everything is confirmed! Here are the details of your booking:

* **Status:** Confirmed
* **Confirmation ID:** F3210B22-C9A
* **Party Size:** 25 people
* **Cuisine:** BBQ
* **Location:** Dallas
* **Day:** Next Saturday
* **Time:** 6:00 PM
* **Dietary Restrictions:** 5 vegans, 2 with gluten intolerance

Please let me know if you need to make any changes or if there's anything else I can help you with!",,
S0119,gemini-3.5-flash,medium_05,1,11,medium,restaurant,pre,"{""people"": 8, ""cuisine"": ""italian"", ""city"": ""chicago"", ""day"": ""thursday"", ""time"": ""12 PM""}","{""people"": ""8"", ""chicago"": ""chicago"", ""cuisine"": ""italian"", ""italian"": ""italian"", ""city"": ""chicago"", ""nut allergy"": ""nut allergy""}",no_tool_signal,"Yes, all the details are updated and confirmed! Here is your finalized booking information:

*   **Status:** Confirmed
*   **Party Size:** 8 people
*   **City:** Chicago
*   **Cuisine:** Italian or American
*   **Day:** Next Thursday
*   **Time:** 12:00 PM (noon)
*   **Dietary Restrictions/Notes:** Two vegetarians, severe tree nut allergy (the kitchen has been notified)

You are all set for your team lunch! Let me know if you need anything else.",,
S0120,claude-sonnet-4.6,medium_02,3,10,medium,restaurant,pre,"{""people"": 12, ""cuisine"": ""korean"", ""city"": ""seattle"", ""day"": ""friday"", ""time"": ""6:30 PM""}","{""people"": ""10"", ""cuisine"": ""korean"", ""korean"": ""korean"", ""vegan"": ""vegan"", ""nut allergy"": ""nut allergy""}",json_block,"Got it! I have two updates to make:

- **Party size:** increased from 10 to 12
- **Budget:** $30 per person max

Let me rebook with these updated details now.

```json
{""action"": ""call_tool"", ""tool"": ""book_table"", ""params"": {""people"": 12, ""cuisine"": ""korean bbq"", ""city"": ""seattle"", ""day"": ""next friday"", ""time"": ""6:30 PM"", ""notes"": ""2 vegans, 1 nut allergy, budget $30 per person max""}}
```",,
